data,label,word_token
nama cina daratan brengsek brengsek,-1,"['nama', 'cina', 'daratan', 'brengsek', 'brengsek']"
bakso malang lengkap lumayan enak harga terjangkau padati pengunjung makan siang,1,"['bakso', 'malang', 'lengkap', 'lumayan', 'enak', 'harga', 'terjangkau', 'padati', 'pengunjung', 'makan', 'siang']"
gumi mencuri mangga,-1,"['gumi', 'mencuri', 'mangga']"
kelar debat bravo jokowi keren aksi mantap pilih,1,"['kelar', 'debat', 'bravo', 'jokowi', 'keren', 'aksi', 'mantap', 'pilih']"
maklum udin jongos ical maju gentar membela bayar,-1,"['maklum', 'udin', 'jongos', 'ical', 'maju', 'gentar', 'membela', 'bayar']"
standar rumah makan padang menjaga kualitas rumah makan memiliki menu favorit ayam kuah tunjang suasana enak rapi bersih sayang berkunjung perbaikan trotoar menyulitkan,1,"['standar', 'rumah', 'makan', 'padang', 'menjaga', 'kualitas', 'rumah', 'makan', 'memiliki', 'menu', 'favorit', 'ayam', 'kuah', 'tunjang', 'suasana', 'enak', 'rapi', 'bersih', 'sayang', 'berkunjung', 'perbaikan', 'trotoar', 'menyulitkan']"
makan enak terjangkau sago coba beli kerupuk kampung disiram saos kacang enak nasi goreng enak jawa aneka hidangan khas pecinan jawa,1,"['makan', 'enak', 'terjangkau', 'sago', 'coba', 'beli', 'kerupuk', 'kampung', 'disiram', 'saos', 'kacang', 'enak', 'nasi', 'goreng', 'enak', 'jawa', 'aneka', 'hidangan', 'khas', 'pecinan', 'jawa']"
suka makanan tersaji saung minggu kemarin enak gurih sesuai lidah hehehe ditambah sensasi makan saung pemandangan sawah sawah musik tradisional menambah kenikmatan menyantap makan siang,1,"['suka', 'makanan', 'tersaji', 'saung', 'minggu', 'kemarin', 'enak', 'gurih', 'sesuai', 'lidah', 'hehehe', 'ditambah', 'sensasi', 'makan', 'saung', 'pemandangan', 'sawah', 'sawah', 'musik', 'tradisional', 'menambah', 'kenikmatan', 'menyantap', 'makan', 'siang']"
kesal,1,['kesal']
tenda pinggir jalan makanan merokok harga makanan berubah ubah menu kadang harga murah mahal rekomendasi,-1,"['tenda', 'pinggir', 'jalan', 'makanan', 'merokok', 'harga', 'makanan', 'berubah', 'ubah', 'menu', 'kadang', 'harga', 'murah', 'mahal', 'rekomendasi']"
pekan memarin temen janjian bertemu kedai rumah hayo rumah jalan turnojoyo bandung disuni khusus masakan rumah jualan roti roti sore minum munum tape jeruk spesial kedai kosong tamu dikit sesungguhnya rekomendasi,-1,"['pekan', 'memarin', 'temen', 'janjian', 'bertemu', 'kedai', 'rumah', 'hayo', 'rumah', 'jalan', 'turnojoyo', 'bandung', 'disuni', 'khusus', 'masakan', 'rumah', 'jualan', 'roti', 'roti', 'sore', 'minum', 'munum', 'tape', 'jeruk', 'spesial', 'kedai', 'kosong', 'tamu', 'dikit', 'sesungguhnya', 'rekomendasi']"
hati hati percaya pencitraan mengambil suara umat islam,-1,"['hati', 'hati', 'percaya', 'pencitraan', 'mengambil', 'suara', 'umat', 'islam']"
mencoba outlet lumayan nyaman rombongan orang kursi menu utama steak lokal harga terjangkau memesan spagheti carbonara porsi sesuai harga spagehti campuran keju cair irisan daging lumayan fish chip lumayan enak ikan enak,1,"['mencoba', 'outlet', 'lumayan', 'nyaman', 'rombongan', 'orang', 'kursi', 'menu', 'utama', 'steak', 'lokal', 'harga', 'terjangkau', 'memesan', 'spagheti', 'carbonara', 'porsi', 'sesuai', 'harga', 'spagehti', 'campuran', 'keju', 'cair', 'irisan', 'daging', 'lumayan', 'fish', 'chip', 'lumayan', 'enak', 'ikan', 'enak']"
manis gurih asin cocok dimakan sambal nasi putih ukuran ayam kampung,1,"['manis', 'gurih', 'asin', 'cocok', 'dimakan', 'sambal', 'nasi', 'putih', 'ukuran', 'ayam', 'kampung']"
parkir sempit menit maksimal parkir jalan thonlong panas,-1,"['parkir', 'sempit', 'menit', 'maksimal', 'parkir', 'jalan', 'thonlong', 'panas']"
goceng minuman makanan favorit puding coklat,1,"['goceng', 'minuman', 'makanan', 'favorit', 'puding', 'coklat']"
sabtu kemarin mampir yagami ramen rumah nama ganti hihi konsep bikin betah duduk manis disediakan komik menunggu pesanan baca komik bosan makanan pesan banget asik baca komik gitu makan ramen,1,"['sabtu', 'kemarin', 'mampir', 'yagami', 'ramen', 'rumah', 'nama', 'ganti', 'hihi', 'konsep', 'bikin', 'betah', 'duduk', 'manis', 'disediakan', 'komik', 'menunggu', 'pesanan', 'baca', 'komik', 'bosan', 'makanan', 'pesan', 'banget', 'asik', 'baca', 'komik', 'gitu', 'makan', 'ramen']"
nasi liwet parahyangan komplit enak porsi berdua paket ikan asin tempe potong ayam goreng lalapan krupuk,1,"['nasi', 'liwet', 'parahyangan', 'komplit', 'enak', 'porsi', 'berdua', 'paket', 'ikan', 'asin', 'tempe', 'potong', 'ayam', 'goreng', 'lalapan', 'krupuk']"
makanan enak enak harga sesuai pelayanan menginap tersedia hotel kolam renang sauna pinggir kolam renang sarankan reservasi libur pekan,1,"['makanan', 'enak', 'enak', 'harga', 'sesuai', 'pelayanan', 'menginap', 'tersedia', 'hotel', 'kolam', 'renang', 'sauna', 'pinggir', 'kolam', 'renang', 'sarankan', 'reservasi', 'libur', 'pekan']"
seiring bertambah usia pertemanan arah kepentingan seringkali nyaman berbuat muslihat dipandang negatif,-1,"['seiring', 'bertambah', 'usia', 'pertemanan', 'arah', 'kepentingan', 'seringkali', 'nyaman', 'berbuat', 'muslihat', 'dipandang', 'negatif']"
kali makan teman keluarga memilih gedung teras gedung pemandangan bandung malam memilih makan gedung penuh malam menjelang pemandangan kota bandung indah meja lilin biar suasana romantis,1,"['kali', 'makan', 'teman', 'keluarga', 'memilih', 'gedung', 'teras', 'gedung', 'pemandangan', 'bandung', 'malam', 'memilih', 'makan', 'gedung', 'penuh', 'malam', 'menjelang', 'pemandangan', 'kota', 'bandung', 'indah', 'meja', 'lilin', 'biar', 'suasana', 'romantis']"
muda langganan enak banget saking laku kadang kadang menyebalkan mengantre mencari meja kosong panas banget restoran,-1,"['muda', 'langganan', 'enak', 'banget', 'saking', 'laku', 'kadang', 'kadang', 'menyebalkan', 'mengantre', 'mencari', 'meja', 'kosong', 'panas', 'banget', 'restoran']"
lawang wangi makan resto pemandangan bagus siang menjelang sore menu makanan habis petugas makanan perjalanan kena macet sayang banget kecewa,1,"['lawang', 'wangi', 'makan', 'resto', 'pemandangan', 'bagus', 'siang', 'menjelang', 'sore', 'menu', 'makanan', 'habis', 'petugas', 'makanan', 'perjalanan', 'kena', 'macet', 'sayang', 'banget', 'kecewa']"
harga murah sesuai kenyang puas makan batagor bumbu enak banget bumbu tersisa piring laugh,1,"['harga', 'murah', 'sesuai', 'kenyang', 'puas', 'makan', 'batagor', 'bumbu', 'enak', 'banget', 'bumbu', 'tersisa', 'piring', 'laugh']"
produk salah kirim produk jelek gila nangis,-1,"['produk', 'salah', 'kirim', 'produk', 'jelek', 'gila', 'nangis']"
restoran terletak dago pemandangan bagus suasana restoran restoran romantis hidangan eropa hidangan utama,1,"['restoran', 'terletak', 'dago', 'pemandangan', 'bagus', 'suasana', 'restoran', 'restoran', 'romantis', 'hidangan', 'eropa', 'hidangan', 'utama']"
salah keunggulan menu bebek garang sambel enak melonn aneh pure buah additional sugar bagus,1,"['salah', 'keunggulan', 'menu', 'bebek', 'garang', 'sambel', 'enak', 'melonn', 'aneh', 'pure', 'buah', 'additional', 'sugar', 'bagus']"
video playlist origami shirt baju tahanan setya novanto,0,"['video', 'playlist', 'origami', 'shirt', 'baju', 'tahanan', 'setya', 'novanto']"
digubris dianggap pelanggan,-1,"['digubris', 'dianggap', 'pelanggan']"
nyobain bakmi super duper beda enak banget parah enak banget asli favorit bakmie ayam jamur enak banget rekomendasi banget,1,"['nyobain', 'bakmi', 'super', 'duper', 'beda', 'enak', 'banget', 'parah', 'enak', 'banget', 'asli', 'favorit', 'bakmie', 'ayam', 'jamur', 'enak', 'banget', 'rekomendasi', 'banget']"
ceria,-1,['ceria']
alasan demokrat sandingkan deddy mizwar dedi mulyadi,0,"['alasan', 'demokrat', 'sandingkan', 'deddy', 'mizwar', 'dedi', 'mulyadi']"
banget porsi sajian dhises enak harga mahal mahal poko swiss bucher steak nomor bandung,1,"['banget', 'porsi', 'sajian', 'dhises', 'enak', 'harga', 'mahal', 'mahal', 'poko', 'swiss', 'bucher', 'steak', 'nomor', 'bandung']"
makan bumbu ayam lumayan enak harga lumayan mahal nyaman beristirahat,1,"['makan', 'bumbu', 'ayam', 'lumayan', 'enak', 'harga', 'lumayan', 'mahal', 'nyaman', 'beristirahat']"
bakti budaya djarum foundation bekerjasama garinworkshop,0,"['bakti', 'budaya', 'djarum', 'foundation', 'bekerjasama', 'garinworkshop']"
kejadian restart berkali berkali sulit,-1,"['kejadian', 'restart', 'berkali', 'berkali', 'sulit']"
pakai jenis tahapan kartu silver,0,"['pakai', 'jenis', 'tahapan', 'kartu', 'silver']"
harga terjangkau menu pesan datangi pasir koja festival citylink hotel datangi nyaman bersih pelayanan,1,"['harga', 'terjangkau', 'menu', 'pesan', 'datangi', 'pasir', 'koja', 'festival', 'citylink', 'hotel', 'datangi', 'nyaman', 'bersih', 'pelayanan']"
hormati partai partai berkoalisi,0,"['hormati', 'partai', 'partai', 'berkoalisi']"
terletak utara bandung peak suasana kompleks asri tenang dingin memetik straberry kebun sebelah restoran membayar kilo petik menu favorit nasi liwet lengkap ikan peda bikin ketagihan ditutup stroberi segar,1,"['terletak', 'utara', 'bandung', 'peak', 'suasana', 'kompleks', 'asri', 'tenang', 'dingin', 'memetik', 'straberry', 'kebun', 'sebelah', 'restoran', 'membayar', 'kilo', 'petik', 'menu', 'favorit', 'nasi', 'liwet', 'lengkap', 'ikan', 'peda', 'bikin', 'ketagihan', 'ditutup', 'stroberi', 'segar']"
selamat voucher menonton gratis,0,"['selamat', 'voucher', 'menonton', 'gratis']"
kalinya sekeluarga ketempat mencicipi ayam jimbaran hidangan ayam ayam sambal beda lumayan nyaman harga,1,"['kalinya', 'sekeluarga', 'ketempat', 'mencicipi', 'ayam', 'jimbaran', 'hidangan', 'ayam', 'ayam', 'sambal', 'beda', 'lumayan', 'nyaman', 'harga']"
jalan jalan menikmati sejuk udara bandung barat menginap jalan setiabudi bandung objek wisata kampung gajah curug cimahi jalan digabung wisata setiabudi,1,"['jalan', 'jalan', 'menikmati', 'sejuk', 'udara', 'bandung', 'barat', 'menginap', 'jalan', 'setiabudi', 'bandung', 'objek', 'wisata', 'kampung', 'gajah', 'curug', 'cimahi', 'jalan', 'digabung', 'wisata', 'setiabudi']"
musim liburan mengantar duduk duduk makanan mendekati sembilan malam orang kelaparan kedinginan udara dingin harga mahal sebanding,1,"['musim', 'liburan', 'mengantar', 'duduk', 'duduk', 'makanan', 'mendekati', 'sembilan', 'malam', 'orang', 'kelaparan', 'kedinginan', 'udara', 'dingin', 'harga', 'mahal', 'sebanding']"
ayam penyet bumbu khas sambal pedas dimakan anggota keluarga anak manula,1,"['ayam', 'penyet', 'bumbu', 'khas', 'sambal', 'pedas', 'dimakan', 'anggota', 'keluarga', 'anak', 'manula']"
terletak area perumahan suasana asri bising duduk suasana khas bandung adem berangin harga makanan minuman standar restoran sekelas karyawan ramah fasilitas wifi nyaman dijadikan tugas membaca buku,1,"['terletak', 'area', 'perumahan', 'suasana', 'asri', 'bising', 'duduk', 'suasana', 'khas', 'bandung', 'adem', 'berangin', 'harga', 'makanan', 'minuman', 'standar', 'restoran', 'sekelas', 'karyawan', 'ramah', 'fasilitas', 'wifi', 'nyaman', 'dijadikan', 'tugas', 'membaca', 'buku']"
luhut stop penenggelaman kapal tanggapan jleb menteri susi,0,"['luhut', 'stop', 'penenggelaman', 'kapal', 'tanggapan', 'jleb', 'menteri', 'susi']"
grab pakai moto,0,"['grab', 'pakai', 'moto']"
lokasi sulit ditemukan minim penunjuk arah reservasi liburan pekan antrean mencapai puluhan menit melelahkan diselingi lilin lihat pasar mini ahir saung menu pilih cepat,1,"['lokasi', 'sulit', 'ditemukan', 'minim', 'penunjuk', 'arah', 'reservasi', 'liburan', 'pekan', 'antrean', 'mencapai', 'puluhan', 'menit', 'melelahkan', 'diselingi', 'lilin', 'lihat', 'pasar', 'mini', 'ahir', 'saung', 'menu', 'pilih', 'cepat']"
bela belain bogor makan buntut tunggu buka pesan buntut alasan malam ramai chef alasan beda makan kotor niat usaha,-1,"['bela', 'belain', 'bogor', 'makan', 'buntut', 'tunggu', 'buka', 'pesan', 'buntut', 'alasan', 'malam', 'ramai', 'chef', 'alasan', 'beda', 'makan', 'kotor', 'niat', 'usaha']"
tongseng gule kambing nasi cumi terbaik banget gulai gila parah enak daging empuk banget puas makan,1,"['tongseng', 'gule', 'kambing', 'nasi', 'cumi', 'terbaik', 'banget', 'gulai', 'gila', 'parah', 'enak', 'daging', 'empuk', 'banget', 'puas', 'makan']"
jokowi bukti janji,-1,"['jokowi', 'bukti', 'janji']"
makan malam padma pemandangan indah romantis pepohonan anak anak memesan hulk captain america cotton candy marshmallow diatas cantik nasi goreng cimbuleuit enak worth harga thanks diah artha eldy reza pelayanan,1,"['makan', 'malam', 'padma', 'pemandangan', 'indah', 'romantis', 'pepohonan', 'anak', 'anak', 'memesan', 'hulk', 'captain', 'america', 'cotton', 'candy', 'marshmallow', 'diatas', 'cantik', 'nasi', 'goreng', 'cimbuleuit', 'enak', 'worth', 'harga', 'thanks', 'diah', 'artha', 'eldy', 'reza', 'pelayanan']"
prefer traveloka airy alasan traveloka lebihm murah lengkap ahahha,1,"['prefer', 'traveloka', 'airy', 'alasan', 'traveloka', 'lebihm', 'murah', 'lengkap', 'ahahha']"
makanan enak enak variasi enak pemandangan bagus pelayanan maksimal mbak diah echa gina selesai dilayani,1,"['makanan', 'enak', 'enak', 'variasi', 'enak', 'pemandangan', 'bagus', 'pelayanan', 'maksimal', 'mbak', 'diah', 'echa', 'gina', 'selesai', 'dilayani']"
berkunjung restoran malam romantis lilin jalan mendaki konsep lesehan suara terjun suasana makan nikmat pesan menunggu menit makan,1,"['berkunjung', 'restoran', 'malam', 'romantis', 'lilin', 'jalan', 'mendaki', 'konsep', 'lesehan', 'suara', 'terjun', 'suasana', 'makan', 'nikmat', 'pesan', 'menunggu', 'menit', 'makan']"
september beserta keluarga mampir pampung daun nyaman bagus bersantai udara dingin sejuk beserta rombongan menikmati suasana kampung daun memesan minuman hangat bandrek sekoteng nyaman cocok bersantai menikmati dingin udara lembang suasana berkesan kampung,1,"['september', 'beserta', 'keluarga', 'mampir', 'pampung', 'daun', 'nyaman', 'bagus', 'bersantai', 'udara', 'dingin', 'sejuk', 'beserta', 'rombongan', 'menikmati', 'suasana', 'kampung', 'daun', 'memesan', 'minuman', 'hangat', 'bandrek', 'sekoteng', 'nyaman', 'cocok', 'bersantai', 'menikmati', 'dingin', 'udara', 'lembang', 'suasana', 'berkesan', 'kampung']"
luas bersih menu makanan beragam lezat pelayanan ramah lokasi,1,"['luas', 'bersih', 'menu', 'makanan', 'beragam', 'lezat', 'pelayanan', 'ramah', 'lokasi']"
berkali kali kedatangan kali mengecewakan lalat pakai lilin,-1,"['berkali', 'kali', 'kedatangan', 'kali', 'mengecewakan', 'lalat', 'pakai', 'lilin']"
surat dakwaan dianggap jaksa eksepsi setya novanto,0,"['surat', 'dakwaan', 'dianggap', 'jaksa', 'eksepsi', 'setya', 'novanto']"
nama warung kafe menu dimenyediakan terjangkau kantong ditengah kota bandung mudah jangkau menu instan tersaji toping unik unik dicoba berkunjung bandung,1,"['nama', 'warung', 'kafe', 'menu', 'dimenyediakan', 'terjangkau', 'kantong', 'ditengah', 'kota', 'bandung', 'mudah', 'jangkau', 'menu', 'instan', 'tersaji', 'toping', 'unik', 'unik', 'dicoba', 'berkunjung', 'bandung']"
mampir bandung lupa nyicip bubur ayam hamid asli enak banget beda bubur ayam suiran ayam lumayan bumbu banget makan ditambah sate ampela usus dijamin ketagihan,1,"['mampir', 'bandung', 'lupa', 'nyicip', 'bubur', 'ayam', 'hamid', 'asli', 'enak', 'banget', 'beda', 'bubur', 'ayam', 'suiran', 'ayam', 'lumayan', 'bumbu', 'banget', 'makan', 'ditambah', 'sate', 'ampela', 'usus', 'dijamin', 'ketagihan']"
menu bervariasi tersedia menu rumahan khas sunda makanan enak harga terjangkau suasana resto nyaman santai cocok keluarga teman,1,"['menu', 'bervariasi', 'tersedia', 'menu', 'rumahan', 'khas', 'sunda', 'makanan', 'enak', 'harga', 'terjangkau', 'suasana', 'resto', 'nyaman', 'santai', 'cocok', 'keluarga', 'teman']"
sambal bikin ketagihan ayam pelayanan lingkungan unik bawa keluarga,1,"['sambal', 'bikin', 'ketagihan', 'ayam', 'pelayanan', 'lingkungan', 'unik', 'bawa', 'keluarga']"
gelisah bimbang jokowi mendukung beliau presiden,1,"['gelisah', 'bimbang', 'jokowi', 'mendukung', 'beliau', 'presiden']"
cerita tangan wangi berburu merch hehe banget kipas mono kuning icjkt announce warna pink kecewa yaudahlah,-1,"['cerita', 'tangan', 'wangi', 'berburu', 'merch', 'hehe', 'banget', 'kipas', 'mono', 'kuning', 'icjkt', 'announce', 'warna', 'pink', 'kecewa', 'yaudahlah']"
mohon bantuan pelanggan redeem poin tanggal juli order september barang redeem kejelasan poin terpotong mengecewakan,-1,"['mohon', 'bantuan', 'pelanggan', 'redeem', 'poin', 'tanggal', 'juli', 'order', 'september', 'barang', 'redeem', 'kejelasan', 'poin', 'terpotong', 'mengecewakan']"
minimal claim unlimited youtube dipotong kuota utama alay,-1,"['minimal', 'claim', 'unlimited', 'youtube', 'dipotong', 'kuota', 'utama', 'alay']"
prabowo hargai sikap yenny wahid akui murid,0,"['prabowo', 'hargai', 'sikap', 'yenny', 'wahid', 'akui', 'murid']"
seterkenal makan jepang urusan enak suasana masakan olahan jepang otentik,1,"['seterkenal', 'makan', 'jepang', 'urusan', 'enak', 'suasana', 'masakan', 'olahan', 'jepang', 'otentik']"
suasa romantis pemandangan bagus foto foto coupel banget maxi resto dicoba nongkrong pertemuan makan enak steak minuman teman teman cobain,1,"['suasa', 'romantis', 'pemandangan', 'bagus', 'foto', 'foto', 'coupel', 'banget', 'maxi', 'resto', 'dicoba', 'nongkrong', 'pertemuan', 'makan', 'enak', 'steak', 'minuman', 'teman', 'teman', 'cobain']"
agama beribadah cuman kali seminggu goblok,-1,"['agama', 'beribadah', 'cuman', 'kali', 'seminggu', 'goblok']"
pilih langsung sunset pemandangan makanan enak sunda terjangkau malam dingin lembang makan langsung pulang mampir lembang,1,"['pilih', 'langsung', 'sunset', 'pemandangan', 'makanan', 'enak', 'sunda', 'terjangkau', 'malam', 'dingin', 'lembang', 'makan', 'langsung', 'pulang', 'mampir', 'lembang']"
pemandangan bagus makanan enak romantis arsitektur menarik pelayanan letak tersembunyi kelas menengah,1,"['pemandangan', 'bagus', 'makanan', 'enak', 'romantis', 'arsitektur', 'menarik', 'pelayanan', 'letak', 'tersembunyi', 'kelas', 'menengah']"
menganggap orang bodoh copot jabatan menteri menteri,-1,"['menganggap', 'orang', 'bodoh', 'copot', 'jabatan', 'menteri', 'menteri']"
porto arti pelabuhan memiliki aneka makanan pelabuhan dunia bangunan belanda dihias apik menyediakan brunch afternoon aneka steak memesan steak aneka bumbu dagingu lembut bumbu enak enak,1,"['porto', 'arti', 'pelabuhan', 'memiliki', 'aneka', 'makanan', 'pelabuhan', 'dunia', 'bangunan', 'belanda', 'dihias', 'apik', 'menyediakan', 'brunch', 'afternoon', 'aneka', 'steak', 'memesan', 'steak', 'aneka', 'bumbu', 'dagingu', 'lembut', 'bumbu', 'enak', 'enak']"
jokowi memenuhi janji kampanye membangun infrastruktur janji kampanye,-1,"['jokowi', 'memenuhi', 'janji', 'kampanye', 'membangun', 'infrastruktur', 'janji', 'kampanye']"
sehat said biar membantu membangun negeri,-1,"['sehat', 'said', 'biar', 'membantu', 'membangun', 'negeri']"
mencoba makanan teman teman korea komentar menu makanan menyerupai makan korea disain sesuai berpikir chinese makanan,1,"['mencoba', 'makanan', 'teman', 'teman', 'korea', 'komentar', 'menu', 'makanan', 'menyerupai', 'makan', 'korea', 'disain', 'sesuai', 'berpikir', 'chinese', 'makanan']"
mencoba ayam bakar manis nasi merah lezat bumbu meresap ayam memesan mereview makanan sambal patut dicoba tingkat kepedasan berbeda beda menyukai masakan ayam sambal resto patut dicoba,1,"['mencoba', 'ayam', 'bakar', 'manis', 'nasi', 'merah', 'lezat', 'bumbu', 'meresap', 'ayam', 'memesan', 'mereview', 'makanan', 'sambal', 'patut', 'dicoba', 'tingkat', 'kepedasan', 'berbeda', 'beda', 'menyukai', 'masakan', 'ayam', 'sambal', 'resto', 'patut', 'dicoba']"
salah braga asik nongkrong teman desain interior menarik cina tempo makanan ditawarkan lumayan enak menu ditawarkan harga terjangkau pelayan ramah makanan camilan ringan pokok menyuus,1,"['salah', 'braga', 'asik', 'nongkrong', 'teman', 'desain', 'interior', 'menarik', 'cina', 'tempo', 'makanan', 'ditawarkan', 'lumayan', 'enak', 'menu', 'ditawarkan', 'harga', 'terjangkau', 'pelayan', 'ramah', 'makanan', 'camilan', 'ringan', 'pokok', 'menyuus']"
lokasi tema unik bersantap asik makan sawah nafsu makan bertambah,1,"['lokasi', 'tema', 'unik', 'bersantap', 'asik', 'makan', 'sawah', 'nafsu', 'makan', 'bertambah']"
tertarik mencoba kategori tripadvisor makanan eropa spanyol pelayan menyediakan masakan spanyol menu barat indonesia menunggu enak meja stop kontak colokan listrik kali restoran menyediakan layanan,1,"['tertarik', 'mencoba', 'kategori', 'tripadvisor', 'makanan', 'eropa', 'spanyol', 'pelayan', 'menyediakan', 'masakan', 'spanyol', 'menu', 'barat', 'indonesia', 'menunggu', 'enak', 'meja', 'stop', 'kontak', 'colokan', 'listrik', 'kali', 'restoran', 'menyediakan', 'layanan']"
letak gerai strategis simpang dago tekenal bandung utara apartemen dago seberang pasar simpang dago jalan dago tersohor bandung nongkrong belanja beda gerai menu disajikan makanan minuman menu lokal diusung identitas menu menonjol,1,"['letak', 'gerai', 'strategis', 'simpang', 'dago', 'tekenal', 'bandung', 'utara', 'apartemen', 'dago', 'seberang', 'pasar', 'simpang', 'dago', 'jalan', 'dago', 'tersohor', 'bandung', 'nongkrong', 'belanja', 'beda', 'gerai', 'menu', 'disajikan', 'makanan', 'minuman', 'menu', 'lokal', 'diusung', 'identitas', 'menu', 'menonjol']"
menikmati makanan merasakan memiliki perkebunan stroberi merasakan memanen buah masak menyenangkan berkesan,1,"['menikmati', 'makanan', 'merasakan', 'memiliki', 'perkebunan', 'stroberi', 'merasakan', 'memanen', 'buah', 'masak', 'menyenangkan', 'berkesan']"
olahraga malam pilihan mengisi luang,0,"['olahraga', 'malam', 'pilihan', 'mengisi', 'luang']"
suasana silaturahmi simpul barisan ridwan kamil barmil kabupaten tasikmalaya,0,"['suasana', 'silaturahmi', 'simpul', 'barisan', 'ridwan', 'kamil', 'barmil', 'kabupaten', 'tasikmalaya']"
warung makan kota bandung warung imas memiliki ciri khas tiada sambal pedas lidah orang sumatera minang cocok banget dicoba warung imas menyajikan lauk pauk santap harga relatif terjangkau,1,"['warung', 'makan', 'kota', 'bandung', 'warung', 'imas', 'memiliki', 'ciri', 'khas', 'tiada', 'sambal', 'pedas', 'lidah', 'orang', 'sumatera', 'minang', 'cocok', 'banget', 'dicoba', 'warung', 'imas', 'menyajikan', 'lauk', 'pauk', 'santap', 'harga', 'relatif', 'terjangkau']"
reservasi telepon pesan sesuaikan tamu walk dipesan ruangan kosong situ alhamdulillah keluarga kosong langsung tempatkan,1,"['reservasi', 'telepon', 'pesan', 'sesuaikan', 'tamu', 'walk', 'dipesan', 'ruangan', 'kosong', 'situ', 'alhamdulillah', 'keluarga', 'kosong', 'langsung', 'tempatkan']"
chiba steak kantor pelayanan spesial steak disajikan semoga maju chiba steak,1,"['chiba', 'steak', 'kantor', 'pelayanan', 'spesial', 'steak', 'disajikan', 'semoga', 'maju', 'chiba', 'steak']"
kecewa iibf buku komik kayak kali belanja buku iibf,-1,"['kecewa', 'iibf', 'buku', 'komik', 'kayak', 'kali', 'belanja', 'buku', 'iibf']"
makanan suki libur lebaran senyum libur order minum order berkali kali tolong jaga kepuasan pelanggan terima kasih,-1,"['makanan', 'suki', 'libur', 'lebaran', 'senyum', 'libur', 'order', 'minum', 'order', 'berkali', 'kali', 'tolong', 'jaga', 'kepuasan', 'pelanggan', 'terima', 'kasih']"
cocok bawa pasangan pacaran pendekatan suasana enak gelap susah menu kota bandung indah menu harga relatiflah mahal bayar suasana valley luas dicoba main main bandung,1,"['cocok', 'bawa', 'pasangan', 'pacaran', 'pendekatan', 'suasana', 'enak', 'gelap', 'susah', 'menu', 'kota', 'bandung', 'indah', 'menu', 'harga', 'relatiflah', 'mahal', 'bayar', 'suasana', 'valley', 'luas', 'dicoba', 'main', 'main', 'bandung']"
demokrat membentuk koalisi alternatif golkar,0,"['demokrat', 'membentuk', 'koalisi', 'alternatif', 'golkar']"
makan keluarga menyenangkan fasilitas lokasi bagus makanan enak beragam pilihan pemandangan suasana andalan,1,"['makan', 'keluarga', 'menyenangkan', 'fasilitas', 'lokasi', 'bagus', 'makanan', 'enak', 'beragam', 'pilihan', 'pemandangan', 'suasana', 'andalan']"
sate hadori salah rumah makan sate terkenal bandung lokasi tersembunyi mudah dicari lokasi stasiun hall bandung pintu stasiun monument lokomotif kuno menemukan lokomotif segeralah mencari parker jarak lokomotif arah terminal angkot parkir lanjutan,1,"['sate', 'hadori', 'salah', 'rumah', 'makan', 'sate', 'terkenal', 'bandung', 'lokasi', 'tersembunyi', 'mudah', 'dicari', 'lokasi', 'stasiun', 'hall', 'bandung', 'pintu', 'stasiun', 'monument', 'lokomotif', 'kuno', 'menemukan', 'lokomotif', 'segeralah', 'mencari', 'parker', 'jarak', 'lokomotif', 'arah', 'terminal', 'angkot', 'parkir', 'lanjutan']"
recomend pelayanan ramah meja prasmanan biarkan kosong kemeriahan tamasya hancur riung sari pelayanagan orang ditangani uang muka riung sari bayarkan penuh menikmati masakan,-1,"['recomend', 'pelayanan', 'ramah', 'meja', 'prasmanan', 'biarkan', 'kosong', 'kemeriahan', 'tamasya', 'hancur', 'riung', 'sari', 'pelayanagan', 'orang', 'ditangani', 'uang', 'muka', 'riung', 'sari', 'bayarkan', 'penuh', 'menikmati', 'masakan']"
penasaran melewati iklan jalan cenderung malam malam plus hujan becek pilihan makanan bikin bingung haha harga standarlah kemahalan murah food court rekomendasi coba,-1,"['penasaran', 'melewati', 'iklan', 'jalan', 'cenderung', 'malam', 'malam', 'plus', 'hujan', 'becek', 'pilihan', 'makanan', 'bikin', 'bingung', 'haha', 'harga', 'standarlah', 'kemahalan', 'murah', 'food', 'court', 'rekomendasi', 'coba']"
juara desert beragam pilihan makanan pencuci mulut tersedia enak banget nyaman ruang musala memadai,1,"['juara', 'desert', 'beragam', 'pilihan', 'makanan', 'pencuci', 'mulut', 'tersedia', 'enak', 'banget', 'nyaman', 'ruang', 'musala', 'memadai']"
tagihan indihome oktober beda september jatuh mahal janji pasang biaya biaya flat turun konsisten,-1,"['tagihan', 'indihome', 'oktober', 'beda', 'september', 'jatuh', 'mahal', 'janji', 'pasang', 'biaya', 'biaya', 'flat', 'turun', 'konsisten']"
batagor enak harga ramah kantong pekerja menu cendol elisabeth durian legit bakso enak hang,1,"['batagor', 'enak', 'harga', 'ramah', 'kantong', 'pekerja', 'menu', 'cendol', 'elisabeth', 'durian', 'legit', 'bakso', 'enak', 'hang']"
